Animal_Id,Location,Fittness,Line,harvest,Weight_initial,Weight_final,Length_initial,Length_final,weight_init_std,country
10975469,Kunduchi,Adequate,Mindu,Yes,72.45,,13.5,,1.1981249044231854,Africa
10975491,Kunduchi,Adequate,Mindu,Yes,105.06,229.0,15.0,19.0,2.6770614577428917,Africa
10974733,Kunduchi,Adequate,Mindu,Yes,72.5,167.7,13.5,17.6,1.200392516433795,Africa
10975524,Kunduchi,Adequate,Mindu,Yes,42.7,140.0,11.3,16.5,-0.15110424188964103,Africa
10975383,Kunduchi,Adequate,Mindu,Yes,62.7,212.1,13.3,18.2,0.7559405623542759,Africa
10974769,Kunduchi,Adequate,Mindu,Yes,83.03,143.2,12.0,16.1,1.6779516058682173,Africa
10975086,Kunduchi,Adequate,Mindu,Yes,64.52,,12.7,,0.8384816395404721,Africa
10975142,Kunduchi,Adequate,Mindu,Yes,68.91,170.9,13.2,18.0,1.037577974072012,Africa
10975332,Kunduchi,Adequate,Mindu,Yes,84.51,239.9,14.2,19.6,1.7450729213822673,Africa
10974740,Kunduchi,Adequate,Mindu,Yes,95.97,177.9,14.5,18.0,2.2648095942140314,Africa
10974729,Kunduchi,Adequate,Mindu,Yes,82.22,143.4,13.7,16.0,1.6412162912963386,Africa
10974862,Kunduchi,Adequate,Mindu,Yes,80.23,194.0,13.3,17.6,1.5509653332740692,Africa
10975531,Kunduchi,Adequate,Mindu,Yes,71.55,150.6,13.5,17.5,1.157307888232209,Africa
10975135,Kunduchi,Adequate,Mindu,Yes,95.08,155.9,14.8,17.0,2.224446100425177,Africa
10975581,Kunduchi,Adequate,Mindu,Yes,95.2,151.4,14.6,17.0,2.229888369250641,Africa
10975265,Kunduchi,Adequate,Mindu,Yes,65.6,182.9,13.4,18.0,0.8874620589696435,Africa
10975349,Kunduchi,Adequate,Mindu,Yes,76.7,149.9,13.7,16.5,1.3908719253250177,Africa
10975500,Kunduchi,Adequate,Mindu,Yes,66.95,192.0,13.2,17.5,0.9486875832561082,Africa
10975343,Kunduchi,Adequate,Mindu,Yes,61.44,192.2,12.6,18.0,0.6987967396869089,Africa
10975289,Kunduchi,Adequate,Mindu,Yes,59.09,,12.4,,0.592218975188249,Africa
10974953,Kunduchi,Adequate,Mindu,Yes,60.5,,12.7,,0.6561656338874449,Africa
10974815,Kunduchi,Adequate,Mindu,Yes,58.52,177.3,12.0,17.5,0.5663681982672972,Africa
10974888,Kunduchi,Adequate,Mindu,Yes,49.47,115.9,11.7,14.1,0.15593042434692467,Africa
10974896,Kunduchi,Adequate,Mindu,Yes,30.88,87.9,10.0,13.1,-0.6871677211977961,Africa
10974751,Kunduchi,Adequate,Mindu,Yes,34.87,74.7,10.5,12.5,-0.5062122827511347,Africa
10974749,Kunduchi,Adequate,Mindu,Yes,49.71,110.1,11.6,13.2,0.16681496199785176,Africa
10974783,Kunduchi,Adequate,Mindu,Yes,60.65,168.4,12.8,16.5,0.6629684699192743,Africa
10975100,Kunduchi,Adequate,Mindu,Yes,33.92,88.6,10.3,13.0,-0.5492969109527206,Africa
10975412,Kunduchi,Adequate,Mindu,Yes,45.76,91.0,11.8,14.1,-0.012326386840321963,Africa
10974978,Kunduchi,Adequate,Mindu,Yes,42.19,136.0,11.5,15.5,-0.17423388439786114,Africa
10975360,Kunduchi,Adequate,Mindu,Yes,31.74,81.5,10.0,13.0,-0.6481647946153077,Africa
10974672,Kunduchi,Adequate,Mindu,Yes,49.42,123.2,11.5,14.5,0.153662812336315,Africa
10975607,Kunduchi,Adequate,Mindu,Yes,34.19,,10.5,,-0.5370518060954279,Africa
10974799,Kunduchi,Adequate,Mindu,Yes,45.15,146.0,11.5,15.0,-0.039991253369761406,Africa
10975126,Kunduchi,Adequate,Mindu,Yes,38.89,67.3,11.0,12.5,-0.3238962770981073,Africa
10974842,Kunduchi,Adequate,Mindu,Yes,34.43,108.4,10.4,13.7,-0.5261672684445008,Africa
10974984,Kunduchi,Adequate,Mindu,Yes,37.48,86.9,11.0,13.5,-0.3878429357973036,Africa
10975050,Kunduchi,Adequate,Mindu,Yes,35.5,94.4,10.5,13.3,-0.47764037141745125,Africa
10975618,Kunduchi,Adequate,Mindu,Yes,38.92,111.6,11.5,14.5,-0.3225357098917414,Africa
10975375,Kunduchi,Adequate,Mindu,Yes,50.86,114.6,12.0,14.2,0.2189700382418769,Africa
10975084,Kunduchi,Adequate,Mindu,Yes,30.99,87.3,10.0,13.1,-0.6821789747744545,Africa
10975071,Kunduchi,Adequate,Mindu,Yes,25.36,89.6,9.0,13.0,-0.9375120871691172,Africa
10975240,Kunduchi,Adequate,Mindu,Yes,38.91,,11.0,,-0.32298923229386356,Africa
10975550,Kunduchi,Adequate,Mindu,Yes,33.49,90.1,10.0,13.5,-0.5687983742439648,Africa
10974993,Kunduchi,Adequate,Mindu,Yes,26.86,84.0,9.5,12.8,-0.8694837268508234,Africa
10975229,Kunduchi,Adequate,Mindu,Yes,26.95,74.1,9.7,12.8,-0.8654020252317258,Africa
10976587,Kunduchi,Adequate,Mindu,Yes,26.32,,9.2,,-0.8939739365654091,Africa
10975449,Kunduchi,Adequate,Mindu,Yes,26.58,,9.3,,-0.8821823541102383,Africa
10975254,Kunduchi,Adequate,Mindu,Yes,27.72,100.0,9.9,14.0,-0.830480800268335,Africa
10975424,Kunduchi,Adequate,Mindu,Yes,22.58,70.6,8.9,12.0,-1.0635913149590217,Africa
10974775,Kunduchi,Adequate,Mindu,Yes,24.89,69.6,9.1,12.3,-0.9588276400688491,Africa
10974824,Kunduchi,Adequate,Mindu,Yes,21.03,59.2,8.6,12.0,-1.133887287287925,Africa
10974755,Kunduchi,Adequate,Mindu,Yes,58.26,59.2,11.7,12.0,0.5545766158121261,Africa
10975474,Kunduchi,Adequate,Mindu,Yes,115.11,151.7,15.4,16.5,3.13285147187546,Africa
10975034,Kunduchi,Adequate,Mindu,Yes,119.38,159.4,15.5,16.6,3.326505537581536,Africa
10974975,Kunduchi,Adequate,Mindu,Yes,86.34,188.5,13.5,18.0,1.8280675209705857,Africa
10975263,Kunduchi,Adequate,Mindu,Yes,66.45,120.1,12.9,14.9,0.9260114631500104,Africa
10974985,Kunduchi,Adequate,Mindu,Yes,78.29,121.1,13.2,16.0,1.4629819872624092,Africa
10974797,Kunduchi,Adequate,Mindu,Yes,62.69,,12.3,,0.7554870399521537,Africa
10975563,Kunduchi,Adequate,Mindu,Yes,44.64,120.3,11.2,15.0,-0.0631208958779812,Africa
10975105,Kunduchi,Adequate,Mindu,Yes,51.26,82.7,11.8,13.1,0.2371109343267552,Africa
10975337,Kunduchi,Adequate,Mindu,Yes,45.92,,11.1,,-0.00507002840637046,Africa
10975312,Kunduchi,Adequate,Mindu,Yes,52.27,114.2,11.5,14.4,0.28291669694107324,Africa
10975102,Kunduchi,Adequate,Mindu,Yes,36.54,,10.1,,-0.4304740415967676,Africa
10975166,Kunduchi,Adequate,Mindu,Yes,37.34,95.9,10.3,13.5,-0.39419224942701075,Africa
10974807,Kunduchi,Adequate,Mindu,Yes,27.64,95.7,9.6,13.4,-0.8341089794853106,Africa
10974817,Kunduchi,Adequate,Mindu,Yes,25.04,70.0,9.4,12.5,-0.9520248040370198,Africa
10974845,Kunduchi,Adequate,Mindu,Yes,31.16,79.0,9.9,12.6,-0.6744690939383813,Africa
10974836,Kunduchi,Adequate,Mindu,Yes,28.29,84.2,9.6,13.0,-0.8046300233473833,Africa
10974681,Kunduchi,Adequate,Mindu,Yes,23.21,,8.8,,-1.0350194036253382,Africa
10974724,Kunduchi,Adequate,Mindu,Yes,31.11,82.4,9.2,12.8,-0.676736705948991,Africa
10975323,Kunduchi,Adequate,Mindu,Yes,23.1,65.2,8.8,12.2,-1.0400081500486797,Africa
10974759,Kunduchi,Adequate,Mindu,Yes,30.01,73.5,9.3,12.3,-0.7266241701824064,Africa
10975446,Kunduchi,Adequate,Mindu,Yes,29.51,85.0,9.6,13.0,-0.7493002902885043,Africa
10974864,Kunduchi,Adequate,Mindu,Yes,29.58,75.4,9.3,12.1,-0.7461256334736508,Africa
10975259,Kunduchi,Adequate,Mindu,Yes,30.06,85.6,9.7,13.2,-0.7243565581717967,Africa
10975271,Kunduchi,Adequate,Mindu,Yes,29.62,80.5,9.6,13.0,-0.7443115438651627,Africa
10975108,Kunduchi,Adequate,Mindu,Yes,22.25,57.6,8.3,11.0,-1.0785575542290462,Africa
10975281,Kunduchi,Adequate,Mindu,Yes,23.83,105.3,9.0,14.5,-1.006901014693777,Africa
10974839,Kunduchi,Adequate,Mindu,Yes,23.62,84.6,9.1,13.1,-1.0164249851383378,Africa
10975193,Kunduchi,Adequate,Mindu,Yes,25.0,73.4,9.0,12.3,-0.9538388936455077,Africa
10975314,Kunduchi,Adequate,Mindu,Yes,19.15,61.8,8.4,11.3,-1.2191494988868534,Africa
10974980,Kunduchi,Adequate,Utete,Yes,97.41,152.0,14.5,16.5,2.3301168201195934,Africa
10975120,Kunduchi,Adequate,Utete,Yes,68.34,111.5,13.0,14.3,1.0117271971510604,Africa
10975161,Kunduchi,Adequate,Utete,Yes,107.72,137.9,15.2,16.0,2.7976984167073327,Africa
10975614,Kunduchi,Adequate,Utete,Yes,71.35,,13.3,,1.1482374401897695,Africa
10974763,Kunduchi,Adequate,Utete,Yes,128.85,140.8,16.4,19.0,3.7559912523910306,Africa
10974688,Kunduchi,Adequate,Utete,Yes,73.15,,12.7,,1.2298714725717226,Africa
10974838,Kunduchi,Adequate,Utete,Yes,77.46,98.1,12.7,14.0,1.4253396278862862,Africa
10974760,Kunduchi,Adequate,Utete,Yes,85.92,202.2,13.4,17.5,1.8090195800814635,Africa
10975431,Kunduchi,Adequate,Utete,Yes,63.67,,12.1,,0.7999322353601058,Africa
10974809,Kunduchi,Adequate,Utete,Yes,63.96,91.3,12.2,13.5,0.8130843850216426,Africa
10975554,Kunduchi,Adequate,Utete,Yes,46.24,110.0,11.1,14.0,0.009442688461532225,Africa
10975201,Kunduchi,Adequate,Utete,Yes,36.72,96.4,10.3,13.6,-0.42231063835857235,Africa
10974642,Kunduchi,Adequate,Utete,Yes,64.44,87.2,12.4,13.5,0.8348534603234964,Africa
10974841,Kunduchi,Adequate,Utete,Yes,49.28,147.1,11.4,16.0,0.14731349870660757,Africa
10975463,Kunduchi,Adequate,Utete,Yes,43.38,105.5,10.9,14.0,-0.12026471854534787,Africa
10975364,Kunduchi,Adequate,Utete,Yes,32.03,,10.1,,-0.6350126449537707,Africa
10975433,Kunduchi,Adequate,Utete,Yes,41.9,95.7,10.6,13.3,-0.1873860340593979,Africa
10974882,Kunduchi,Adequate,Utete,Yes,42.83,,10.8,,-0.1452084506620558,Africa
10975080,Kunduchi,Adequate,Utete,Yes,26.01,77.9,9.2,13.0,-0.9080331310311898,Africa
10975543,Kunduchi,Adequate,Utete,Yes,31.88,66.7,9.8,11.5,-0.6418154809856003,Africa
10975511,Kunduchi,Adequate,Utete,Yes,25.22,79.4,9.2,12.7,-0.9438614007988246,Africa
10975283,Kunduchi,Adequate,Utete,Yes,31.93,70.7,9.9,12.5,-0.6395478689749905,Africa
10975532,Kunduchi,Adequate,Utete,Yes,30.19,92.1,9.5,13.4,-0.7184607669442111,Africa
10975119,Kunduchi,Adequate,Utete,Yes,21.27,54.4,8.5,11.2,-1.123002749636998,Africa
10975390,Kunduchi,Adequate,Utete,Yes,19.28,,8.3,,-1.2132537076592678,Africa
10975352,Kunduchi,Adequate,Utete,Yes,49.59,82.3,11.2,13.2,0.16137269317238837,Africa
10975005,Kunduchi,Adequate,Utete,Yes,20.06,64.1,8.3,12.1,-1.1778789602937552,Africa
10975212,Kunduchi,Adequate,Utete,Yes,17.98,53.2,8.1,14.2,-1.2722116199351226,Africa
10975175,Kunduchi,Adequate,Utete,Yes,17.25,,7.8,,-1.3053187552900254,Africa
10974646,Kunduchi,Adequate,Utete,Yes,39.13,79.1,11.0,13.5,-0.3130117394471802,Africa
10974933,Kunduchi,Adequate,Utete,Yes,43.13,74.2,11.4,13.5,-0.13160277859839684,Africa
10975117,Kunduchi,Adequate,Utete,Yes,33.69,68.0,10.4,12.2,-0.5597279262015259,Africa
10974634,Kunduchi,Adequate,Utete,Yes,30.04,72.9,10.0,12.5,-0.7252636029760406,Africa
10975141,Kunduchi,Adequate,Utete,Yes,44.66,126.4,11.2,15.5,-0.06221385107373746,Africa
10975378,Kunduchi,Adequate,Utete,Yes,40.77,72.4,10.6,13.1,-0.238634065499179,Africa
10975572,Kunduchi,Adequate,Utete,Yes,27.5,41.3,9.7,10.7,-0.8404582931150181,Africa
10975303,Kunduchi,Adequate,Utete,Yes,41.78,110.9,11.2,14.3,-0.1928283028848613,Africa
10975146,Kunduchi,Adequate,Utete,Yes,35.13,85.3,10.3,13.2,-0.49442070029596363,Africa
10975516,Kunduchi,Adequate,Utete,Yes,23.54,51.6,9.4,12.0,-1.0200531643553137,Africa
10975598,Kunduchi,Adequate,Utete,Yes,34.46,93.7,10.8,13.6,-0.5248067012381349,Africa
10975065,Kunduchi,Adequate,Utete,Yes,26.4,69.3,9.5,12.5,-0.8903457573484336,Africa
10974652,Kunduchi,Adequate,Utete,Yes,28.24,61.1,9.4,12.1,-0.8068976353579932,Africa
10975582,Kunduchi,Adequate,Utete,Yes,44.41,98.8,11.1,14.4,-0.07355191112678643,Africa
10975456,Kunduchi,Adequate,Utete,Yes,22.55,30.4,8.8,13.2,-1.0649518821653874,Africa
10975334,Kunduchi,Adequate,Utete,Yes,24.6,35.7,9.1,10.2,-0.9719797897303859,Africa
10974868,Kunduchi,Adequate,Utete,Yes,23.07,44.8,8.8,11.0,-1.0413687172550457,Africa
10974994,Kunduchi,Adequate,Utete,Yes,21.37,,8.9,,-1.1184675256157786,Africa
10975437,Kunduchi,Adequate,Utete,Yes,16.41,76.1,8.5,12.5,-1.34341463706827,Africa
10975475,Kunduchi,Adequate,Utete,Yes,16.16,41.7,8.5,10.6,-1.3547526971213188,Africa
10975447,Kunduchi,Adequate,Utete,Yes,21.72,70.7,9.0,12.3,-1.10259424154151,Africa
10974885,Kunduchi,Adequate,Utete,Yes,23.43,,9.4,,-1.025041910778655,Africa
10974756,Kunduchi,Adequate,Utete,Yes,72.05,138.2,13.1,16.6,1.1799840083383069,Africa
10975242,Kunduchi,Adequate,Utete,Yes,39.56,98.8,10.8,13.7,-0.293510276155936,Africa
10975174,Kunduchi,Adequate,Utete,Yes,30.18,60.0,10.2,12.0,-0.7189142893463332,Africa
10974660,Kunduchi,Adequate,Utete,Yes,47.04,103.5,12.0,15.0,0.04572448063128877,Africa
10974635,Kunduchi,Adequate,Utete,Yes,45.53,86.8,11.3,13.5,-0.022757402089126865,Africa
10974639,Kunduchi,Adequate,Utete,Yes,22.32,,9.1,,-1.0753828974141926,Africa
10975588,Kunduchi,Adequate,Utete,Yes,30.59,110.9,10.2,14.5,-0.7003198708593329,Africa
10975233,Kunduchi,Adequate,Utete,Yes,28.88,82.9,10.0,13.0,-0.7778722016221878,Africa
10975395,Kunduchi,Adequate,Utete,Yes,28.94,57.3,9.9,11.8,-0.7751510672094559,Africa
10975150,Kunduchi,Adequate,Utete,Yes,36.23,91.0,10.9,13.8,-0.4445332360625484,Africa
10975269,Kunduchi,Adequate,Utete,Yes,29.41,76.9,10.0,13.0,-0.753835514309724,Africa
10975591,Kunduchi,Adequate,Utete,Yes,22.86,80.2,9.5,13.5,-1.0508926876996068,Africa
10974889,Kunduchi,Adequate,Utete,Yes,22.7,69.9,9.0,12.0,-1.058149046133558,Africa
10974701,Kunduchi,Adequate,Utete,Yes,26.49,,9.8,,-0.8862640557293359,Africa
10975414,Kunduchi,Adequate,Utete,Yes,18.31,39.0,8.6,14.5,-1.2572453806650978,Africa
10975479,Kunduchi,Adequate,Utete,Yes,30.44,107.0,10.4,14.5,-0.7071227068911622,Africa
10974757,Kunduchi,Adequate,Utete,Yes,39.23,70.2,10.6,12.2,-0.3084765154259609,Africa
10975251,Kunduchi,Adequate,Utete,Yes,31.71,74.2,9.9,13.5,-0.6495253618216735,Africa
10974931,Kunduchi,Adequate,Utete,Yes,64.44,100.3,12.7,14.5,0.8348534603234964,Africa
10975033,Kunduchi,Adequate,Utete,Yes,37.81,114.8,11.1,14.6,-0.37287669652727873,Africa
10974833,Kunduchi,Adequate,Utete,Yes,37.0,107.5,10.4,14.0,-0.4096120110991575,Africa
10975109,Kunduchi,Adequate,Utete,Yes,25.61,85.3,9.1,12.3,-0.9261740271160682,Africa
10974834,Kunduchi,Adequate,Utete,Yes,30.03,70.8,9.6,12.5,-0.7257171253781625,Africa
10975138,Kunduchi,Adequate,Utete,Yes,19.83,60.5,8.8,12.0,-1.1883099755425603,Africa
10975593,Kunduchi,Adequate,Utete,Yes,38.46,96.2,10.2,13.6,-0.3433977403893515,Africa
10975313,Kunduchi,Adequate,Utete,Yes,68.55,94.8,13.1,14.2,1.0212511675956213,Africa
10974731,Kunduchi,Adequate,Utete,Yes,80.4,111.8,12.6,14.0,1.5586752141101425,Africa
10974695,Kunduchi,Adequate,Utete,Yes,78.38,144.8,13.2,16.0,1.4670636888815065,Africa
10975537,Kunduchi,Adequate,Utete,Yes,63.61,87.7,12.6,13.0,0.797211100947374,Africa
10975489,Kunduchi,Adequate,Utete,Yes,46.65,112.3,11.3,15.0,0.028037106948532366,Africa
10975268,Kunduchi,Adequate,Utete,Yes,46.45,159.2,11.3,17.0,0.018966658906093392,Africa
10974711,Kunduchi,Adequate,Utete,Yes,73.32,140.0,13.2,15.3,1.2375813534077953,Africa
10975049,Kunduchi,Adequate,Utete,Yes,67.99,,12.9,,0.9958539130767916,Africa
10975467,Kunduchi,Adequate,Utete,Yes,46.48,123.3,11.4,15.0,0.020327226112458994,Africa
10974781,Kunduchi,Adequate,Utete,Yes,32.84,,10.2,,-0.598277330381892,Africa
10975275,Kunduchi,Adequate,Utete,Yes,48.54,91.1,11.3,13.6,0.11375284094958255,Africa
10974970,Kunduchi,Adequate,Utete,Yes,37.17,78.7,10.5,13.0,-0.40190213026308413,Africa
10974867,Kunduchi,Adequate,Utete,Yes,27.38,63.0,9.4,12.0,-0.8459005619404816,Africa
10975103,Kunduchi,Adequate,Utete,Yes,28.3,73.5,9.6,13.0,-0.8041765009452613,Africa
10975145,Kunduchi,Adequate,Utete,Yes,33.7,,10.2,,-0.5592744037994036,Africa
10975243,Kunduchi,Adequate,Utete,Yes,38.98,85.0,10.6,13.5,-0.3198145754790099,Africa
10975398,Kunduchi,Adequate,Utete,Yes,49.54,109.4,11.7,15.1,0.15910508116177838,Africa
10974669,Kunduchi,Adequate,Utete,Yes,42.68,71.7,10.9,12.5,-0.15201128669388508,Africa
10974887,Kunduchi,Adequate,Utete,Yes,48.5,79.6,11.5,13.0,0.11193875134109475,Africa
10974844,Kunduchi,Adequate,Utete,Yes,36.84,106.2,11.2,14.0,-0.4168683695331087,Africa
10975362,Kunduchi,Adequate,Utete,Yes,30.84,76.6,10.2,13.0,-0.688981810806284,Africa
10974704,Kunduchi,Adequate,Utete,Yes,26.93,84.2,9.6,13.1,-0.8663090700359697,Africa
10975411,Kunduchi,Adequate,Utete,Yes,32.02,87.7,10.3,14.0,-0.6354661673558927,Africa
10975238,Kunduchi,Adequate,Utete,Yes,29.16,82.5,9.9,13.0,-0.7651735743627729,Africa
10975149,Kunduchi,Adequate,Utete,Yes,18.65,97.1,8.4,12.1,-1.2418256189929513,Africa
10974819,Kunduchi,Adequate,Utete,Yes,17.26,82.6,8.1,11.0,-1.3048652328879033,Africa
10975079,Kunduchi,Adequate,Utete,Yes,16.36,47.5,8.0,11.0,-1.3456822490788798,Africa
10974884,Kunduchi,Adequate,Utete,Yes,16.69,54.7,8.1,11.6,-1.330716009808855,Africa
10974633,Kunduchi,Adequate,Utete,Yes,15.52,43.4,7.8,11.0,-1.3837781308571242,Africa
10975056,Kunduchi,Adequate,Kibasira,Yes,72.65,142.3,13.6,16.5,1.2071953524656247,Africa
10974876,Kunduchi,Adequate,Kibasira,Yes,92.68,134.5,14.5,16.2,2.1156007239159074,Africa
10974895,Kunduchi,Adequate,Kibasira,Yes,73.75,133.4,13.4,15.5,1.25708281669904,Africa
10974706,Kunduchi,Adequate,Kibasira,Yes,24.98,54.5,9.5,12.0,-0.9547459384497515,Africa
10974793,Kunduchi,Adequate,Kibasira,Yes,51.99,102.7,12.0,14.5,0.27021806968165835,Africa
10975377,Kunduchi,Adequate,Kibasira,Yes,53.4,95.9,12.2,14.0,0.3341647283808543,Africa
10975222,Kunduchi,Adequate,Kibasira,Yes,24.72,57.7,9.4,11.6,-0.9665375209049225,Africa
10975436,Kunduchi,Adequate,Kibasira,Yes,37.12,77.1,10.4,12.3,-0.4041697422736941,Africa
10974649,Kunduchi,Adequate,Kibasira,Yes,23.54,52.8,9.1,11.7,-1.0200531643553137,Africa
10975563,Kunduchi,Adequate,Kibasira,Yes,22.31,120.3,8.9,15.0,-1.0758364198163146,Africa
10975250,Kunduchi,Adequate,Kibasira,Yes,23.44,,9.2,,-1.0245883883765332,Africa
10975354,Kunduchi,Adequate,Kibasira,Yes,15.16,62.7,7.7,12.0,-1.4001049373335148,Africa
10975018,Kunduchi,Adequate,Kibasira,Yes,49.85,82.8,11.5,13.7,0.1731642756275592,Africa
10975476,Kunduchi,Adequate,Kibasira,Yes,67.47,119.9,12.8,14.5,0.9722707481664499,Africa
10975578,Kunduchi,Adequate,Kibasira,Yes,36.87,73.2,10.6,13.0,-0.41550780232674306,Africa
10975549,Kunduchi,Adequate,Kibasira,Yes,51.85,69.0,11.8,13.5,0.2638687560519509,Africa
10975565,Kunduchi,Adequate,Kibasira,Yes,30.2,46.2,10.2,12.0,-0.7180072445420893,Africa
10974851,Kunduchi,Adequate,Kibasira,Yes,32.96,66.4,10.2,13.0,-0.5928350615564286,Africa
10975487,Kunduchi,Adequate,Kibasira,Yes,36.28,,11.4,,-0.4422656240519384,Africa
10974946,Kunduchi,Adequate,Kibasira,Yes,18.19,38.8,8.5,10.0,-1.2626876494905612,Africa
10974661,Kunduchi,Adequate,Kibasira,Yes,19.74,,8.6,,-1.1923916771616578,Africa
10975002,Kunduchi,Adequate,Kibasira,Yes,21.4,36.6,8.3,10.1,-1.1171069584094127,Africa
10975244,Kunduchi,Adequate,Kibasira,Yes,18.42,42.5,8.7,11.0,-1.2522566342417563,Africa
10975182,Kunduchi,Adequate,Kibasira,Yes,60.22,,12.4,,0.64346700662803,Africa
10974753,Kunduchi,Adequate,Kibasira,Yes,59.3,117.4,12.2,15.0,0.6017429456328097,Africa
10975717,Kunduchi,Adequate,Kibasira,Yes,59.03,,12.2,,0.589497840775517,Africa
10975536,Kunduchi,Adequate,Kibasira,Yes,67.66,161.5,13.0,16.0,0.980887673806767,Africa
10975172,Kunduchi,Adequate,Kibasira,Yes,70.33,171.5,13.2,17.0,1.10197815517333,Africa
10975255,Kunduchi,Adequate,Kibasira,Yes,41.25,,10.9,,-0.21686499019732514,Africa
10975405,Kunduchi,Adequate,Kibasira,Yes,64.63,158.9,12.4,16.0,0.8434703859638135,Africa
10975218,Kunduchi,Adequate,Kibasira,Yes,70.56,,12.9,,1.1124091704221353,Africa
10974693,Kunduchi,Adequate,Kibasira,Yes,46.76,99.4,11.2,14.0,0.03302585337187389,Africa
10974957,Kunduchi,Adequate,Kibasira,Yes,51.84,,11.5,,0.26341523364982905,Africa
10975164,Kunduchi,Adequate,Kibasira,Yes,37.78,120.4,10.7,14.5,-0.3742372637336447,Africa
10975304,Kunduchi,Adequate,Kibasira,Yes,32.19,121.7,10.3,15.0,-0.6277562865198196,Africa
10975020,Kunduchi,Adequate,Kibasira,Yes,26.71,72.5,9.7,12.6,-0.8762865628826527,Africa
10975452,Kunduchi,Adequate,Kibasira,Yes,39.39,103.0,10.9,14.5,-0.3012201569920094,Africa
10974927,Kunduchi,Adequate,Kibasira,Yes,56.24,73.9,12.1,13.0,0.46296509058349067,Africa
10975481,Kunduchi,Adequate,Kibasira,Yes,62.81,123.0,12.2,15.0,0.7609293087776174,Africa
10975340,Kunduchi,Adequate,Kibasira,Yes,58.7,136.8,12.1,16.0,0.5745316015054925,Africa
10974919,Kunduchi,Adequate,Kibasira,Yes,51.33,131.5,11.9,15.9,0.2402855911416089,Africa
10975615,Kunduchi,Adequate,Kibasira,Yes,40.88,93.2,10.7,13.5,-0.2336453190758375,Africa
10975604,Kunduchi,Adequate,Kibasira,Yes,47.18,80.1,11.5,13.3,0.05207379426099622,Africa
10975010,Kunduchi,Adequate,Kibasira,Yes,46.32,115.5,11.2,13.5,0.013070867678507814,Africa
10975534,Kunduchi,Adequate,Kibasira,Yes,33.95,,9.9,,-0.5479363437463547,Africa
10975341,Kunduchi,Adequate,Kibasira,Yes,33.57,82.6,10.4,13.5,-0.5651701950269892,Africa
10975451,Kunduchi,Adequate,Kibasira,Yes,35.37,83.7,10.6,13.0,-0.48353616264503685,Africa
10974960,Kunduchi,Adequate,Kibasira,Yes,43.27,86.0,11.1,13.5,-0.1252534649686894,Africa
10975574,Kunduchi,Adequate,Kibasira,Yes,39.05,77.5,10.6,12.6,-0.31663991866415614,Africa
10975603,Kunduchi,Adequate,Kibasira,Yes,21.19,86.5,9.0,13.2,-1.1266309288539738,Africa
10975392,Kunduchi,Adequate,Kibasira,Yes,27.76,,9.9,,-0.8286667106598471,Africa
10975124,Kunduchi,Adequate,Kibasira,Yes,26.09,,9.6,,-0.9044049518142142,Africa
10974936,Kunduchi,Adequate,Kibasira,Yes,25.38,79.4,9.4,12.5,-0.9366050423648733,Africa
10974854,Kunduchi,Adequate,Kibasira,Yes,24.62,60.8,9.2,12.0,-0.971072744926142,Africa
10975182,Kunduchi,Adequate,Kibasira,Yes,60.22,,12.4,,0.64346700662803,Africa
10974678,Kunduchi,Adequate,Kibasira,Yes,23.2,77.5,9.1,13.0,-1.0354729260274602,Africa
10974939,Kunduchi,Adequate,Kibasira,Yes,20.51,,8.6,,-1.1574704521982668,Africa
10975153,Kunduchi,Adequate,Kibasira,Yes,17.21,54.3,8.2,11.0,-1.3071328448985133,Africa
10977207,Kunduchi,Adequate,Nyamisati,Yes,102.75,123.4,15.0,15.3,2.5722977828527194,Africa
10977619,Kunduchi,Adequate,Nyamisati,Yes,105.85,,14.4,,2.712889727510526,Africa
10977332,Kunduchi,Adequate,Nyamisati,Yes,53.65,,11.3,,0.3455027884339033,Africa
10977334,Kunduchi,Adequate,Nyamisati,Yes,68.38,162.8,12.7,17.0,1.013541286759548,Africa
10977498,Kunduchi,Adequate,Nyamisati,Yes,83.79,100.7,13.7,14.5,1.7124193084294865,Africa
10977414,Kunduchi,Adequate,Nyamisati,Yes,33.03,66.0,9.7,12.0,-0.589660404741575,Africa
10976765,Kunduchi,Adequate,Nyamisati,Yes,46.75,,11.2,,0.03257233096975202,Africa
10976711,Kunduchi,Adequate,Nyamisati,Yes,58.67,86.2,12.1,14.0,0.5731710342991266,Africa
10977248,Kunduchi,Adequate,Nyamisati,Yes,91.26,186.9,13.6,17.8,2.0512005428145894,Africa
10977192,Kunduchi,Adequate,Nyamisati,Yes,71.89,152.0,12.8,17.0,1.1727276499043555,Africa
10977257,Kunduchi,Adequate,Nyamisati,Yes,65.43,79.9,13.9,15.5,0.8797521781335708,Africa
10976662,Kunduchi,Adequate,Nyamisati,Yes,78.19,198.1,12.8,17.5,1.4584467632411893,Africa
10976950,Kunduchi,Adequate,Nyamisati,Yes,59.86,126.2,12.3,15.6,0.6271402001516395,Africa
10977276,Kunduchi,Adequate,Nyamisati,Yes,28.56,,9.3,,-0.7923849184900905,Africa
10974658,Kunduchi,Adequate,Nyamisati,Yes,52.47,,11.0,,0.2919871449835122,Africa
10977087,Kunduchi,Adequate,Nyamisati,Yes,47.76,156.0,11.3,15.5,0.07837809358406973,Africa
